"","datetime","city","country","shape"
"68347",2020-07-03,"north east","us","circle"
"74930",2020-08-18,"gilbert","us","chevron"
"31341",2020-02-23,"fort myers","us","circle"
"27044",2020-01-03,"temecula","us","circle"
"31969",2020-02-27,"rockford","us","disk"
"53546",2020-06-13,"statesville","us","formation"
"14938",2020-11-28,"elk grove village","us","light"
"71840",2019-08-01,"new castle","us","oval"
"8962",2019-11-01,"crescent city","us",NA
"7677",2020-10-07,"wilkesboro","us",NA
"64001",2020-07-17,"phoenix","us","changing"
"28869",2020-02-01,"grand junction","us","cone"
"41465",2020-04-17,"forest grove","us","cone"
"40221",2019-04-12,"scottsville","us","disk"
"12691",2020-01-01,"richmond (canada)","ca","fireball"
"63290",2020-07-15,"cartaret",NA,"formation"
"83865",2020-09-19,"albuquerque","us","sphere"
"38487",2020-03-04,"woodstock (outside of) (canada)","ca","triangle"
"69583",2020-07-04,"the woodlands","us","triangle"
"78116",2020-08-29,NA,NA,NA
"52931",2019-06-01,"springfield","us","chevron"
"5692",2020-10-28,"bedford (uk/england)","gb","diamond"
"5419",2020-10-27,"melbourne","us","flash"
"20411",2020-12-15,"st. petersburg","us","other"
"72570",2020-08-12,"acton vale (canada)","ca","oval"
"77276",2020-08-26,"burbank","us","unknown"
"26003",2019-01-28,"akure (nigeria)",NA,"disk"
"84705",2020-09-21,"lind","us","fireball"
"70149",2020-07-06,"portland","us","unknown"
"66391",2020-07-25,"wildwood crest","us","triangle"
"35428",2020-03-16,"pittsboro","us","other"
"86099",2020-09-26,"camrose (canada)","ca","sphere"
"8724",2019-11-11,"philipsburg (st. maarten) (dutch antilles)",NA,"circle"
"3965",2019-10-02,"irvine","us","sphere"
"57756",2020-06-26,"appleton","us","circle"
"7286",2020-10-05,"anchorage","us","unknown"
"1123",2020-10-12,"mountain city","us","disk"
"38536",2020-03-04,"groton","us","triangle"
"81540",2020-09-01,"minot","us","triangle"
"58963",2020-06-30,"lincolnshire (uk/england)","gb","disk"
"87997",2020-09-06,"harrisburg","us","changing"
"32986",2020-02-06,"new paltz","us","changing"
"14807",2020-11-28,"oakville (canada)","ca","chevron"
"3983",2019-10-02,"tulsa","us","chevron"
"64191",2019-07-18,"stockton","us","cigar"
"325",2019-10-11,"vega baja (puerto rico)","us","cigar"
"86684",2020-09-28,"niagara falls","us","circle"
"4654",2019-10-24,"blountville","us","circle"
"53614",2020-06-13,"nacogdoches","us","circle"
"16784",2020-01-15,"mansfield","us","circle"
"83077",2019-09-16,"casablanca (morocco)",NA,"circle"
"31398",2020-02-23,"urrieta",NA,"circle"
"20595",2020-12-16,"anchorage","us","circle"
"26531",2020-01-29,"madison county","us","diamond"
"71299",2020-08-10,"lake city","us","disk"
"83420",2020-09-17,"watertown","us","disk"
"7975",2019-10-09,"pikeville (farmingdale drive)","us","disk"
"67003",2020-07-27,"holts summit","us","disk"
"4622",2020-10-23,"choctaw","us","disk"
"38375",2020-03-03,"blue ridge","us","disk"
"39616",NA,"el  zumbador (el cobre) (venezuela)",NA,"fireball"
"12955",2020-11-20,"bridgewater","us","fireball"
"82412",2020-09-14,"lake elsinore","us","fireball"
"5890",2020-10-29,"houston","us","fireball"
"81956",2020-09-12,"milford","us","fireball"
"11346",2020-11-17,"alvin","us","fireball"
"56204",2019-06-21,"albany","us","fireball"
"14843",2020-11-28,"amsterdam (west of)","us","flash"
"87197",2020-09-30,"hammock beach",NA,"formation"
"24264",2020-12-03,"dallas","us","light"
"14092",2020-11-24,"western shore (canada)",NA,"light"
"36366",2020-03-21,"st. clair",NA,"light"
"85771",2019-09-25,"little valley",NA,"light"
"41965",2020-04-19,"scarborough","us","light"
"48873",2020-05-23,"golden lake (canada)","ca","light"
"72427",2020-08-12,"new ulm","us","light"
"69720",2020-07-05,"stellenbosch (south africa)",NA,"light"
"10466",2020-11-15,"darlington (uk/england)","gb","light"
"85202",2020-09-22,"charlotte","us","light"
"20892",2020-12-18,"stuart","us","light"
"42856",2019-04-23,"goose eye (uk/england)",NA,"light"
"71661",2020-08-11,"el paso","us","light"
"11573",2020-11-18,"frederick","us","light"
"29712",2020-02-15,"bedford (uk/england)","gb","light"
"77670",2020-08-27,"cedar rapids","us","light"
"36469",2020-03-02,"oaklawn - hickory hills",NA,"light"
"45716",2020-05-10,"everett","us","light"
"77313",2020-08-26,"fall city","us","light"
"88303",2020-09-07,"mountaindale",NA,"light"
"12235",2020-01-01,"sudbury (canada)","ca","light"
"42009",2020-04-19,"hillsborough beach",NA,"light"
"49107",2020-05-25,"kernville","us","light"
"39561",2019-04-10,"vla radio telescope (near&#44 hwy. 60)",NA,"light"
"76498",2020-08-23,"marlboro","us","light"
"70609",2020-07-07,"detroit","us","light"
"78467",2020-08-31,"la canada",NA,"other"
"17733",2020-11-08,"merritt island","us","other"
"6703",2020-10-03,"quesnel (canada)","ca","other"
"31778",2019-02-26,"st. andrews (canada)","ca","other"
"44924",2020-04-06,"suprise",NA,"other"
"83668",2020-09-18,"warren",NA,"oval"
"75654",2019-08-21,"colusa","us","oval"
"29069",2020-02-12,"eufaula","us","oval"
"46146",2019-05-01,"seattle","us","oval"
"7301",2020-10-05,"seoul (south korea)",NA,"oval"
"1110",2019-10-12,"miami","us","oval"
"85669",2020-09-24,"losalamos",NA,"rectangle"
"1886",2019-10-15,"new rochelle","us","sphere"
"26443",2020-12-09,"monticello","us","sphere"
"6778",2020-10-03,"paducah","us","sphere"
"57356",2020-06-24,"hartman","us","sphere"
"52894",NA,"kambalda (western australia)","au","sphere"
"87337",2020-09-03,"luray","us","sphere"
"26873",2020-01-31,"west monroe","us","sphere"
"25849",2020-01-27,"frazier park","us","teardrop"
"74362",2020-08-16,"cinebar","us","triangle"
"17257",2019-01-17,"hamedan (iran)",NA,"triangle"
"72821",2020-08-13,"biesenthal (germany)","de","triangle"
"67120",2020-07-28,"harrington (canada)",NA,"triangle"
"6476",2020-10-31,"fairfield","us","triangle"
"58176",2020-06-28,"north myrtle beach","us","triangle"
"53680",2020-06-13,"upper sandusky","us","triangle"
"42961",2020-04-23,"fillmore","us","triangle"
"14643",2020-11-27,"warner robins","us","triangle"
"36801",2020-03-23,"minooka","us","triangle"
"82046",2020-09-13,"las gaviotas/baja california (mexico)",NA,"unknown"
"15554",2020-11-03,"woodland","us","unknown"
"4451",2020-10-23,"hot springs","us","unknown"
"20451",2020-12-15,"sacramento","us","unknown"
"9174",2020-01-11,"wyoming","us","unknown"
"67401",2020-07-29,"ridgecrest","us","unknown"
"73814",2020-08-15,"faro (portugal)",NA,"unknown"
"65370",NA,"bremerton","us","unknown"
"25705",2020-12-07,"booneville","us","unknown"
"29350",2020-02-14,"ellinwood","us","unknown"
"37525",2020-03-27,"ojai","us","unknown"
"56415",2020-06-21,"west sacramento","us","unknown"
"52493",NA,"alma","us",NA
"46591",2019-05-13,"tomahawk","us",NA
"71714",2020-08-11,"henderson","us","light"
"24202",2020-12-31,"corvallis","us","circle"
"40059",2020-04-01,"seattle","us","rectangle"
"67566",2020-07-30,"omaha","us","light"
"10044",2019-11-14,"noblesville","us","fireball"
"47029",2019-05-15,"branford","us","diamond"
"13123",2020-11-21,"elyria","us","triangle"
"58980",2020-06-30,"charleston","us","rectangle"
"37198",2020-03-25,"cataqua",NA,"triangle"
"11330",2020-11-17,"york","us","unknown"
"9346",2020-11-01,"springville","us","formation"
"10262",2020-11-14,"hampton","us","cigar"
"41843",2020-04-19,"arroyo seco",NA,"light"
"73608",2019-08-15,"rancho mirage","us","rectangle"
"61423",2019-07-01,"desert center (north of)","us","light"
"34480",2019-03-13,"phoenix","us","other"
"31750",2020-02-25,"columbus","us","circle"
"81261",2019-09-01,"dover","us","circle"
"2976",2019-10-18,"dublin (blanchardstown)  (republic of ireland)",NA,"light"
"74585",2020-08-17,"cromwell","us","light"
"50907",2020-05-06,"mantua","us","other"
"15707",2020-11-03,"seffner","us","light"
"83220",2020-09-16,"aurora","us","oval"
"72172",2020-08-01,"arlington","us","triangle"
"11946",2019-01-01,"mount hope","us","unknown"
"48089",2020-05-20,"sacramento","us","light"
"17676",2020-01-18,"los angeles","us",NA
"59762",2020-06-05,"wichita","us","light"
"4589",2020-10-23,"myrtle beach","us","formation"
"3861",2020-10-21,"arbuckle","us","light"
"39291",2020-03-08,"west springfield","us","triangle"
"33416",2020-02-09,"london (uk/england)","gb","disk"
"30695",2019-02-21,"lynnwood","us",NA
"88089",2020-09-06,"mooresville","us","disk"
"49037",2020-05-24,"spain",NA,"cylinder"
"12471",2020-01-01,"eastgate",NA,"sphere"
"80523",2020-08-09,"merced","us","circle"
"14127",2020-11-24,"mountain house","us","circle"
"49060",2019-05-25,"dekalb","us","circle"
"6822",2020-10-03,"crosby","us","circle"
"65830",2020-07-23,"los angeles","us","flash"
"81659",2020-09-01,"timisoara (romania)",NA,"flash"
"4597",2020-10-23,"southampton",NA,"formation"
"68465",2019-07-04,"granite city","us","light"
"11995",2019-01-01,"waverly hall","us","sphere"
"6606",2020-10-31,"round lake","us","sphere"
"769",2020-10-01,"seattle","us","teardrop"
"31170",2020-02-22,"murrieta","us","triangle"
"64560",2020-07-19,"detroit lakes","us","triangle"
"25770",2020-12-07,"zephyrhills","us","triangle"
"24245",2019-12-03,"rochester","us",NA
"71001",2020-07-09,"prince albert (canada)","ca","diamond"
"36771",2019-03-23,"nederland","us","other"
"48363",2020-05-21,"el paso","us","triangle"
"16831",2020-01-15,"peachtree city","us","sphere"
"49729",2020-05-28,"nixa","us","cylinder"
"78725",2020-08-03,"pierceton","us","other"
"29944",2020-02-16,"winnie","us","changing"
"15305",2020-11-30,"pico rivera","us","changing"
"44849",2020-04-05,"hobbs","us","changing"
"84068",2020-09-19,"fort mohave",NA,"changing"
"83534",2019-09-18,"olympia","us","changing"
"48054",2019-05-20,"hill afb",NA,"chevron"
"43802",2020-04-28,"bossier city","us","chevron"
"86237",2020-09-26,"turlock","us","chevron"
"2256",2020-10-15,"rexford","us","chevron"
"78399",2020-08-30,"saskatoon (canada)","ca","chevron"
"77793",2020-08-28,"bremerton","us","chevron"
"61582",2019-07-01,"lockwood","us","cigar"
"45195",2020-04-07,"murray","us","cigar"
"14711",2020-11-27,"bedfordshire (uk/england)","gb","circle"
"3939",2020-10-21,"tyson&#39s corner",NA,"circle"
"7418",2020-10-06,"fes (morocco)",NA,"circle"
"56243",2020-06-21,"harlowton","us","circle"
"37296",2020-03-26,"borger","us","circle"
"59095",2020-06-30,"lupton","us","circle"
"74134",2020-08-15,"toronto (canada)","ca","circle"
"4405",2019-10-23,"humeston","us","circle"
"50712",2020-05-05,"sertaozinho (brazil)",NA,"circle"
"77034",2020-08-25,"luling","us","circle"
"26257",2020-12-08,"blackfoot","us","circle"
"11605",2020-11-18,"kingsford","us","circle"
"1285",2020-10-12,"waukesha","us","circle"
"62713",2020-07-14,"lafayette","us","circle"
"26078",2020-01-28,"sheboygan","us","circle"
"23145",2020-12-27,"southampton (uk/england)","gb","circle"
"84473",2020-09-21,"columbiana","us","circle"
"12450",2020-01-01,"clermont","us","circle"
"44503",2019-04-04,"hollywood","us","circle"
"39394",2020-03-09,"alexandria","us","circle"
"49938",2019-05-30,"lawndale","us","circle"
"34634",2020-03-13,"murrieta","us","circle"
"57688",2020-06-26,"levittown","us","circle"
"11598",2020-11-18,"mccloud","us","cone"
"58982",2020-06-30,"palm desert","us","cross"
"82290",2020-09-14,"montgomery (near)","us","cylinder"
"57239",2020-06-24,"columbia","us","cylinder"
"29761",2020-02-15,"chillicothe/columbia",NA,"cylinder"
"485",2020-10-11,"levittown","us","diamond"
"81231",2019-09-01,"north las vegas","us","diamond"
"53304",2019-06-12,"steger","us","diamond"
"11620",2020-11-18,"hope (exit 30&#44 highway 30)","us","diamond"
"50909",2020-05-06,"big lake","us","diamond"
"30801",2020-02-21,"omaha","us","disk"
"83603",2020-09-18,"rancho cucamonga","us","disk"
"5062",2020-10-25,"st. louis (west)","us","disk"
"4574",2020-10-23,"lambertville","us","disk"
"28480",2019-02-11,"louden county",NA,"disk"
"74185",2020-08-16,"hemel hempstead (uk/england)","gb","disk"
"52805",2019-06-01,"north bergen","us","disk"
"78819",2020-08-03,"sioux city","us","disk"
"83473",2020-09-17,"barendracht (netherlands)",NA,"disk"
"43399",2020-04-25,"newark","us","disk"
"24262",2020-01-23,"fontana","us","disk"
"11593",2020-11-18,"prattville","us","disk"
"31811",2020-02-26,"aledo","us","disk"
"64542",2020-07-19,"chandigarh (india)",NA,"disk"
"53498",2019-06-13,"rio de janeiro (brazil)",NA,"disk"
"58495",2019-06-30,"bay area",NA,"disk"
"88465",2020-09-08,"chenango forks","us","disk"
"41821",2019-04-19,"westland","us","disk"
"17911",2020-01-18,"berkeley","us","disk"
"52224",2019-06-01,"molong (australia)","au","disk"
"52844",2019-06-01,"kingsford/green bay (between)",NA,"disk"
"73827",2020-08-15,"dunnellon","us","disk"
"18736",2019-12-10,"osu experiment station",NA,"egg"
"44344",2019-04-03,"melbourne (vic&#44 australia)","au","egg"
"23283",2020-12-28,"deer park","us","egg"
"61594",2019-07-01,"toronto (canada)","ca","egg"
"50068",2020-05-30,"mckean","us","fireball"
"53575",2020-06-13,"los angeles","us","fireball"
"72707",2020-08-12,"vicksburg","us","fireball"
"35669",2020-03-17,"surat (india)",NA,"fireball"
"33986",2019-03-01,"lodi","us","fireball"
"3330",2020-10-19,"denver","us","fireball"
"67767",2020-07-31,"crescent bar",NA,"fireball"
"21358",2020-12-20,"goodlettsville","us","fireball"
"42110",2020-04-20,"tumwater","us","fireball"
"66858",2020-07-27,"north myrtle beach","us","fireball"
"81873",2020-09-12,"san diego","us","fireball"
"36406",2020-03-21,"apache junction","us","fireball"
"46877",2020-05-14,"franklin","us","flash"
"41406",2020-04-16,"albuquerque","us","flash"
"34973",2019-03-15,"leirfjord (over) (norway)",NA,"flash"
"27183",2020-01-04,"elsberry","us","flash"
"55479",2020-06-18,"tuscola","us","flash"
"36429",2020-03-02,"alhambra golf course",NA,"formation"
"60188",2020-06-07,"piedmont","us","formation"
"29735",2020-02-15,"vicksburg","us","formation"
"10503",2020-11-15,"apex","us","formation"
"39871",2020-04-11,"holden beach","us","light"
"53828",2020-06-14,"peotone","us","light"
"44238",2020-04-30,"yakima","us","light"
"17988",2020-01-18,"brasher falls","us","light"
"70522",2020-07-07,"north ogden","us","light"
"15103",2020-11-29,"fort loudon","us","light"
"31774",2019-02-26,"ft. mcpherson (canada)",NA,"light"
"27498",2020-01-05,"newtown","us","light"
"30478",2020-02-19,"philadelphia","us","light"
"45789",2020-05-10,"williamsburg","us","light"
"43688",2020-04-27,"shelbyville (flat creek area)","us","light"
"48645",2020-05-22,"sumas","us","light"
"70277",2019-07-07,"hudson","us","light"
"65867",2020-07-23,"monticello","us","light"
"64782",2020-07-20,"marshfield","us","light"
"61502",2019-07-01,"hawk mountain (boy scout camp)",NA,"light"
"22939",2020-12-26,"??",NA,"light"
"75751",2020-08-21,"tinley park","us","light"
"87965",2019-09-06,"columbia","us","light"
"81825",2020-09-12,"sammamish","us","light"
"20288",2020-12-15,"suwanee","us","light"
"51476",2020-05-09,"endicott","us","light"
"41728",2020-04-18,"las vegas","us","light"
"49892",2020-05-29,"moon","us","light"
"2491",2020-10-15,"ocean isle beach","us","light"
"30585",2020-02-20,"brea","us","light"
"18452",2020-01-19,"wellington","us","light"
"52901",2019-06-01,"north bergen","us","light"
"8010",2020-10-09,"brookings harbor",NA,"light"
"62236",2020-07-13,"denver","us","light"
"14163",2020-11-24,"branson","us","light"
"78279",2020-08-30,"keokuk","us","light"
"61534",2019-07-01,"longbranch","us","light"
"63255",2020-07-15,"lakinsk (russia)",NA,"light"
"56919",2020-06-23,"quincy","us","light"
"77385",2020-08-26,"kahnawake (canada)",NA,"light"
"42176",2020-04-20,"harrington","us","light"
"76025",2020-08-02,"garner","us","light"
"21460",2020-12-20,"athens","us","light"
"43872",2020-04-28,"beale afb",NA,"light"
"60829",2020-07-10,"wellington","us","light"
"87101",2020-09-30,"palos heights","us","light"
"34434",2019-03-13,"east mesa /apache junction.",NA,"light"
"1008",2020-10-01,"rock spring","us","light"
"25140",2020-01-25,"oklahoma city","us","light"
"20046",2020-12-14,"brooklyn","us","light"
"52339",2019-06-01,"meridien",NA,"other"
"53504",2019-06-13,"st. petersburg","us","other"
"49992",2020-05-30,"tucson","us","other"
"10185",2020-11-14,"blacksburg","us","other"
"32890",2020-02-06,"cancun (mexico)",NA,"other"
"85421",2020-09-23,"seymour","us","other"
"8025",2020-10-09,"garden city","us","other"
"58873",2019-06-30,"hinton (canada)","ca","other"
"59434",2019-06-04,"show low (rural)","us","other"
"64454",2019-07-19,"ossining","us","other"
"22984",2020-12-26,"clovis","us","other"
"24744",2020-01-24,"charlotte","us","other"
"45236",2020-04-07,"iowa city hwy 218 north&#44 i-380 north&#44 cedar rapids)",NA,"other"
"67441",2020-07-29,"mississauga (canada)","ca","other"
"7784",2020-10-08,"kota kinabalu/sabah (malaysia)",NA,"other"
"60931",2020-07-10,"o&#39fallon","us","other"
"54636",2020-06-15,"dayton (wright-patterson afb)","us","other"
"42566",2020-04-02,"jackson","us","other"
"29248",2020-02-13,"citrus heights","us","oval"
"16039",2020-11-04,"corona del mar","us","oval"
"59552",2020-06-04,"point pleasant","us","oval"
"64565",2020-07-19,"mckinney","us","oval"
"18279",2020-01-19,"toronto (canada)","ca","oval"
"53591",2020-06-13,"bertram","us","oval"
"61172",2020-07-11,"burbank","us","rectangle"
"6935",2020-10-04,"pueblo west","us","rectangle"
"24258",2020-01-23,"rio rancho","us","sphere"
"33085",2020-02-07,"berkeley","us","sphere"
"29463",2020-02-14,"greenacres",NA,"sphere"
"81488",2020-09-01,"warrenville","us","sphere"
"65564",2020-07-22,"camas","us","sphere"
"7481",2020-10-06,"tampa","us","sphere"
"68834",2020-07-04,"auburn","us","sphere"
"16245",2019-01-15,"miami","us","sphere"
"56268",2020-06-21,"vail","us","sphere"
"4491",2020-10-23,"warner robins","us","sphere"
"49420",2020-05-26,"plymouth",NA,"sphere"
"683",2019-10-01,"cupertino","us","sphere"
"51761",2020-06-10,"istanbul (turkey)",NA,"sphere"
"10222",2020-11-14,"la porte",NA,"sphere"
"38775",2019-03-06,"rohnert park (sonoma state university)","us","sphere"
"30523",2020-02-20,"chardon","us","sphere"
"27772",2020-01-07,"baltimore","us","sphere"
"12066",2019-01-01,"san diego","us","sphere"
"7915",2020-10-08,"wisconsin dells","us","sphere"
"32854",2020-02-06,"geelong (vic&#44 australia)","au","teardrop"
"11645",2020-11-18,"thornton","us","teardrop"
"31874",2020-02-26,"gonzales","us","teardrop"
"13567",2020-01-12,"inchelium","us","triangle"
"82752",2019-09-15,"lebanon","us","triangle"
"13151",NA,"leavenworth","us","triangle"
"22764",2020-12-25,"nanaimo (canada)","ca","triangle"
